customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-00177,Male,0,Yes,No,3,No,No phone service,No,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,54.32,2062.69,No
ID-00178,Male,0,No,Yes,29,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,49.92,6775.92,No
ID-00179,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,60.16,4228.74,No
ID-00180,Male,0,Yes,Yes,26,No,No phone service,No,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,39.53,2712.33,No
ID-00181,Male,0,No,Yes,44,No,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer,93.54,7380.17,No
ID-00182,Female,0,No,No,36,No,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,69.33,1681.45,No
ID-00183,Male,0,No,Yes,8,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,93.77,2267.07,No
ID-00184,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,43.82,6749.83,Yes
ID-00185,Male,0,No,Yes,34,No,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,18.4,252.64,No
ID-00186,Female,1,No,Yes,46,No,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.36,1927.61,No
ID-00187,Male,0,No,Yes,20,No,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,69.71,4536.41,No
ID-00188,Male,0,Yes,No,16,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,26.26,7948.45,No
ID-00189,Female,0,No,No,54,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,28.68,2322.49,No
ID-00190,Male,0,No,Yes,5,No,No,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,61.94,1865.06,No
ID-00191,Male,0,No,No,34,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Credit card,88.12,8467.41,No
ID-00192,Male,0,No,No,49,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,58.11,4563.98,No
ID-00193,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Bank transfer,100.68,559.99,No
ID-00194,Male,0,Yes,No,12,No,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,51.32,2414.47,No
ID-00195,Female,0,Yes,No,24,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,22.83,4643.26,No
ID-00196,Female,0,No,No,0,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,19.08,642.09,No
ID-00197,Female,1,No,Yes,48,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card,104.62,6020.28,No
ID-00198,Male,0,No,Yes,34,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,117.19,4546.43,No
ID-00199,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,31.6,6169.09,No
ID-00200,Male,0,Yes,Yes,51,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,24.49,2979.97,Yes
ID-00201,Female,1,Yes,No,53,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,110.15,3657.91,No
ID-00202,Male,1,Yes,Yes,46,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,28.38,8061.97,No
ID-00203,Male,0,No,No,42,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,41.2,1844.16,Yes
ID-00204,Female,0,No,Yes,19,No,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.82,360.71,Yes
ID-00205,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,118.55,8530.64,Yes
ID-00206,Female,0,No,Yes,15,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Two year,Yes,Bank transfer,67.09,82.53,No
ID-00207,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,39.43,7716.28,No
ID-00208,Female,0,No,Yes,69,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,103.45,7176.59,No
ID-00209,Male,0,Yes,Yes,20,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,57.88,4244.32,No
ID-00210,Male,0,Yes,Yes,35,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,45.65,6131.13,Yes
ID-00211,Male,1,No,No,53,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card,67.54,928.9,Yes
ID-00212,Male,0,Yes,No,18,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,104.26,6636.59,No
ID-00213,Male,0,Yes,No,24,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,41.67,6810.74,No
ID-00214,Male,0,No,Yes,66,No,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,60.85,463.2,No
ID-00215,Male,1,Yes,No,52,No,Yes,No,No,Yes,No,No,No,Yes,Two year,No,Credit card,62.9,4327.62,No
ID-00216,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card,101.94,8235.42,No
ID-00217,Male,0,No,Yes,41,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,86.19,8261.37,No
ID-00218,Female,0,Yes,Yes,46,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,96.69,8550.6,No
ID-00219,Male,0,Yes,No,41,No,No,No,No,Yes,No internet service,No,Yes,No,One year,No,Bank transfer,87.94,5709.27,No
ID-00220,Male,0,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card,77.81,1241.24,No
ID-00221,Male,1,Yes,No,5,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,One year,No,Electronic check,31.56,3596.58,Yes
ID-00222,Female,0,No,No,45,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.96,6318.28,Yes
ID-00223,Female,0,Yes,Yes,65,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,79.28,2478.11,No
ID-00224,Female,1,Yes,No,39,No,No phone service,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,88.72,7039.4,Yes
ID-00225,Female,0,No,Yes,57,Yes,Yes,No,No,No,Yes,No,No,No internet service,Two year,No,Credit card,96.51,7483.28,No
ID-00226,Male,0,No,Yes,32,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,49.58,6635.59,Yes
ID-00227,Female,1,Yes,No,61,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,62.2,2983.1,No
ID-00228,Male,0,No,Yes,11,No,No,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,72.65,6444.26,Yes
ID-00229,Male,0,Yes,Yes,48,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,52.7,644.69,No
ID-00230,Female,0,No,Yes,4,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,44.23,2923.44,Yes
ID-00231,Female,0,Yes,No,50,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,96.32,6653.37,Yes
ID-00232,Female,0,Yes,No,68,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,94.0,6906.61,No
ID-00233,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,101.85,2780.97,No
ID-00234,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.27,8340.85,No
ID-00235,Female,1,Yes,Yes,59,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,49.58,2386.63,No
ID-00236,Female,0,No,No,45,No,No,No,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer,51.11,5738.26,No
ID-00237,Female,1,No,No,67,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,71.29,7635.83,No
ID-00238,Male,0,Yes,No,40,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,102.23,4796.98,No
ID-00239,Female,0,Yes,No,66,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,53.05,3593.13,Yes
ID-00240,Female,0,No,No,12,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,95.23,1850.41,Yes
ID-00241,Male,0,No,Yes,17,No,No,No,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,48.97,1720.71,Yes
ID-00242,Female,0,No,No,50,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,52.27,1395.55,No
ID-00243,Male,1,No,Yes,35,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,93.86,3857.71,No
ID-00244,Male,0,No,Yes,33,No,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,86.45,4766.83,No
ID-00245,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,39.18,7289.89,No
ID-00246,Male,0,Yes,Yes,4,No,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,101.37,1901.9,No
ID-00247,Male,0,No,No,47,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer,97.1,6563.29,Yes
ID-00248,Male,0,No,Yes,39,No,No,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,98.39,6033.79,No
ID-00249,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,65.52,5517.34,No
ID-00250,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,51.28,2959.22,No
ID-00251,Male,0,No,No,13,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,103.65,2774.16,Yes
ID-00252,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,77.37,6595.63,No
ID-00253,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,111.81,2397.51,No
ID-00254,Male,0,No,No,56,No,No,DSL,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer,43.76,2875.77,No
ID-00255,Male,1,No,Yes,21,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,116.3,8383.13,No
ID-00256,Male,0,Yes,No,15,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.36,8671.49,No
ID-00257,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,56.89,33.09,No
ID-00258,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card,42.25,5970.13,No
ID-00259,Male,0,Yes,No,53,Yes,No,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card,115.24,4659.19,Yes
ID-00260,Male,1,Yes,No,1,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card,22.24,4006.34,Yes
ID-00261,Female,0,Yes,Yes,2,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card,65.82,2407.24,Yes
ID-00262,Male,0,No,Yes,55,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,54.98,4413.5,Yes
ID-00263,Male,0,No,No,71,No,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,34.26,3975.18,No
ID-00264,Male,0,No,Yes,10,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card,89.93,3496.23,No
ID-00265,Female,0,No,Yes,31,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,108.53,7383.23,No
ID-00266,Female,0,Yes,Yes,3,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,42.73,2363.81,No
ID-00267,Female,0,No,No,8,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer,68.26,5196.31,No
ID-00268,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,76.36,7508.01,No
ID-00269,Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,57.49,8502.82,No
ID-00270,Female,1,No,No,70,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,110.86,5242.03,No
ID-00271,Female,0,No,Yes,9,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,64.63,4525.17,No
ID-00272,Female,0,No,Yes,35,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,117.02,7302.61,Yes
ID-00273,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,47.92,1651.43,Yes
ID-00274,Male,1,Yes,Yes,63,Yes,No phone service,No,No internet service,Yes,No,No,No,Yes,Two year,No,Mailed check,25.61,5478.31,No
ID-00275,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.03,574.45,Yes
ID-00276,Male,1,Yes,Yes,21,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,101.0,5738.33,No
ID-00277,Female,0,Yes,Yes,51,No,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,57.28,6915.17,Yes
ID-00278,Male,0,No,Yes,49,No,No phone service,No,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer,36.85,564.34,No
ID-00279,Female,0,No,Yes,46,No,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card,92.44,7371.13,Yes
ID-00280,Female,0,No,Yes,22,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,45.47,1087.35,No
ID-00281,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,95.61,1542.12,No
ID-00282,Female,0,Yes,No,51,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,44.61,7266.98,No
ID-00283,Male,0,Yes,Yes,33,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Credit card,74.26,1098.99,No
ID-00284,Female,0,No,Yes,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer,107.46,5858.25,Yes
ID-00285,Male,0,No,No,60,No,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,38.81,2573.27,No
ID-00286,Male,0,Yes,No,34,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,100.73,2170.72,Yes
ID-00287,Male,0,Yes,No,4,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card,44.93,5652.85,No
ID-00288,Male,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,84.65,943.51,Yes
ID-00289,Female,0,No,Yes,40,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,42.74,4998.24,No
ID-00290,Male,0,No,Yes,1,No,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card,29.76,8030.67,Yes
ID-00291,Male,1,Yes,Yes,9,No,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,84.98,7397.02,No
ID-00292,Male,0,Yes,Yes,43,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,78.04,7394.48,Yes
ID-00293,Female,0,Yes,Yes,69,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.6,2643.55,No
ID-00294,Female,0,Yes,No,34,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,21.94,6095.95,Yes
ID-00295,Female,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,66.02,6779.1,No
ID-00296,Female,0,No,Yes,19,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.2,7830.32,No
ID-00297,Male,0,No,Yes,34,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,54.38,2307.37,No
ID-00298,Male,1,Yes,Yes,36,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,77.16,6612.28,No
ID-00299,Female,0,No,No,71,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,112.65,2031.27,No
ID-00300,Male,0,No,No,53,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,69.64,259.1,No
ID-00301,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card,37.83,4194.09,No
ID-00302,Male,0,No,No,69,No,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Mailed check,113.35,6655.89,No
ID-00303,Female,0,No,Yes,31,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,20.85,1876.09,No
ID-00304,Female,0,Yes,No,10,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,82.85,439.4,No
ID-00305,Male,0,No,No,41,No,No,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,44.62,3257.72,Yes
ID-00306,Female,1,No,Yes,22,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.38,1776.5,No
ID-00307,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,51.54,3329.62,No
ID-00308,Female,0,Yes,Yes,8,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,61.34,7998.69,Yes
ID-00309,Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.68,6465.31,No
ID-00310,Female,0,No,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,108.48,3250.39,No
